OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Total Sales,Total Revenue,Total Cost,Total Profit,Profit Margin,Discount Amount,Order Year,Order Month,Order Day,Order Quarter,Order DayOfWeek,Order WeekOfYear,Ship Year,Ship Month,Ship Day,Ship Quarter,Ship DayOfWeek,Ship WeekOfYear,Delivery Year,Delivery Month,Delivery Day,Delivery Quarter,Delivery DayOfWeek,Delivery WeekOfYear,Processing_Days,Shipping_Days,Total_Lead_Time,Delivery_Category,Order_Value_Category,High_Margin_Product,Discounted_Order,Large_Order,Is_Holiday_Season,Is_Summer
SO - 0006491,In-Store,WARE-XYS1001,10/3/2020,2020-06-27,2020-06-29,2020-07-04,USD,4,29,24,41,7,0.05,574.59,897.8,5970.369999999999,6284.599999999999,5970.369999999999,4022.13,1948.2399999999989,32.631813438698096,314.23,2020,6,27,2,5,26,2020,6,29,2,0,27,2020,7,4,3,5,27,2,5,7,Standard,Low,True,True,False,False,True
SO - 0006492,Wholesale,WARE-PUJ1005,10/3/2020,2020-06-27,2020-07-22,2020-07-25,USD,26,42,295,15,5,0.05,150.75,201.0,954.75,1005.0,954.75,753.75,201.0,21.052631578947366,50.25,2020,6,27,2,5,26,2020,7,22,3,2,30,2020,7,25,3,5,30,25,3,28,Very Slow,Low,False,True,False,False,True
SO - 0006493,Distributor,WARE-XYS1001,10/3/2020,2020-06-27,2020-07-10,2020-07-13,USD,22,28,43,8,1,0.4,753.21,1031.8,619.0799999999999,1031.8,619.0799999999999,753.21,-134.1300000000001,-21.66602054661758,412.72,2020,6,27,2,5,26,2020,7,10,3,4,28,2020,7,13,3,0,29,13,3,16,Very Slow,Low,False,True,False,False,True
SO - 0006494,In-Store,WARE-NMK1003,10/3/2020,2020-06-27,2020-07-20,2020-07-27,USD,8,11,191,9,4,0.05,757.7,1762.1,6695.98,7048.4,6695.98,3030.8,3665.1799999999994,54.73702131726797,352.42,2020,6,27,2,5,26,2020,7,20,3,0,30,2020,7,27,3,0,31,23,7,30,Very Slow,Low,True,True,False,False,True
SO - 0006495,Online,WARE-NMK1003,10/3/2020,2020-06-27,2020-07-20,2020-07-23,USD,15,25,173,40,6,0.1,831.0,1051.9,5680.26,6311.400000000001,5680.26,4986.0,694.2600000000002,12.222327851189913,631.1400000000001,2020,6,27,2,5,26,2020,7,20,3,0,30,2020,7,23,3,3,30,23,3,26,Very Slow,Low,False,True,False,False,True
SO - 0006496,Distributor,WARE-UHY1004,10/3/2020,2020-06-27,2020-07-23,2020-07-24,USD,22,40,208,16,6,0.05,130.18,194.3,1107.5100000000002,1165.8000000000002,1107.5100000000002,781.08,326.4300000000002,29.474225966356972,58.290000000000006,2020,6,27,2,5,26,2020,7,23,3,3,30,2020,7,24,3,4,30,26,1,27,Very Slow,Low,True,True,False,False,True
SO - 0006497,In-Store,WARE-XYS1001,10/3/2020,2020-06-28,2020-07-07,2020-07-17,USD,10,34,51,18,1,0.08,810.7,1842.5,1695.1000000000001,1842.5,1695.1000000000001,810.7,884.4000000000001,52.17391304347826,147.4,2020,6,28,2,6,26,2020,7,7,3,1,28,2020,7,17,3,4,29,9,10,19,Very Slow,Low,True,True,False,False,True
SO - 0006498,In-Store,WARE-PUJ1005,10/3/2020,2020-06-28,2020-07-01,2020-07-11,USD,9,10,291,39,1,0.1,745.71,1065.3,958.77,1065.3,958.77,745.71,213.05999999999995,22.222222222222218,106.53,2020,6,28,2,6,26,2020,7,1,3,2,27,2020,7,11,3,5,28,3,10,13,Slow,Low,False,True,False,False,True
SO - 0006499,In-Store,WARE-MKL1006,10/3/2020,2020-06-28,2020-07-04,2020-07-09,USD,10,44,330,8,2,0.3,1725.25,3450.5,4830.7,6901.0,4830.7,3450.5,1380.1999999999998,28.57142857142857,2070.2999999999997,2020,6,28,2,6,26,2020,7,4,3,5,27,2020,7,9,3,3,28,6,5,11,Slow,Low,False,True,False,False,True
SO - 0006500,Distributor,WARE-PUJ1005,10/3/2020,2020-06-28,2020-07-10,2020-07-14,USD,21,49,292,37,5,0.3,2082.9,3591.2,12569.199999999999,17956.0,12569.199999999999,10414.5,2154.699999999999,17.142698023740564,5386.799999999999,2020,6,28,2,6,26,2020,7,10,3,4,28,2020,7,14,3,1,29,12,4,16,Very Slow,Below Avg,False,True,False,False,True
SO - 0006501,Online,WARE-XYS1001,10/3/2020,2020-06-28,2020-07-20,2020-07-29,USD,16,21,54,46,2,0.15,1995.53,3912.8,6651.76,7825.6,6651.76,3991.06,2660.7000000000003,39.999939865539346,1173.84,2020,6,28,2,6,26,2020,7,20,3,0,30,2020,7,29,3,2,31,22,9,31,Very Slow,Low,True,True,False,False,True
SO - 0006502,Online,WARE-MKL1006,10/3/2020,2020-06-28,2020-06-30,2020-07-02,USD,19,19,336,25,7,0.08,697.07,1025.1,6601.643999999999,7175.699999999999,6601.643999999999,4879.490000000001,1722.1539999999986,26.086744453351297,574.0559999999999,2020,6,28,2,6,26,2020,6,30,2,1,27,2020,7,2,3,3,27,2,2,4,Standard,Low,False,True,False,False,True
SO - 0006503,Online,WARE-NMK1003,10/3/2020,2020-06-28,2020-07-01,2020-07-09,USD,12,17,121,3,3,0.05,379.96,716.9,2043.1649999999997,2150.7,2043.1649999999997,1139.8799999999999,903.2849999999999,44.21008582273091,107.535,2020,6,28,2,6,26,2020,7,1,3,2,27,2020,7,9,3,3,28,3,8,11,Slow,Low,True,True,False,False,True
SO - 0006504,In-Store,WARE-NMK1003,10/3/2020,2020-06-28,2020-07-25,2020-08-04,USD,8,41,136,28,3,0.08,2049.33,2807.3,7748.148000000002,8421.900000000001,7748.148000000002,6147.99,1600.1580000000022,20.65213519411351,673.7520000000001,2020,6,28,2,6,26,2020,7,25,3,5,30,2020,8,4,3,1,32,27,10,37,Very Slow,Low,False,True,False,False,True
SO - 0006505,Distributor,WARE-XYS1001,10/3/2020,2020-06-29,2020-07-14,2020-07-24,USD,21,29,28,21,2,0.08,3241.73,3859.2,7100.928,7718.4,7100.928,6483.46,617.4679999999998,8.695595843247528,617.472,2020,6,29,2,0,27,2020,7,14,3,1,29,2020,7,24,3,4,30,15,10,25,Very Slow,Low,False,True,False,False,True
SO - 0006506,Wholesale,WARE-NMK1003,10/3/2020,2020-06-29,2020-07-19,2020-07-21,USD,28,12,150,35,3,0.05,4433.26,6157.3,17548.305,18471.9,17548.305,13299.78,4248.525,24.210457933116615,923.595,2020,6,29,2,0,27,2020,7,19,3,6,29,2020,7,21,3,1,30,20,2,22,Very Slow,Below Avg,False,True,False,False,True
SO - 0006507,In-Store,WARE-NMK1003,10/3/2020,2020-06-29,2020-07-19,2020-07-25,USD,1,5,94,38,1,0.15,643.87,1038.5,882.725,1038.5,882.725,643.87,238.85500000000002,27.058823529411768,155.775,2020,6,29,2,0,27,2020,7,19,3,6,29,2020,7,25,3,5,30,20,6,26,Very Slow,Low,False,True,False,False,True
SO - 0006508,Distributor,WARE-UHY1004,10/3/2020,2020-06-29,2020-07-23,2020-07-26,USD,22,48,228,20,1,0.05,768.22,984.9,935.655,984.9,935.655,768.22,167.43499999999995,17.894950596106465,49.245000000000005,2020,6,29,2,0,27,2020,7,23,3,3,30,2020,7,26,3,6,30,24,3,27,Very Slow,Low,False,True,False,False,True
SO - 0006509,Online,WARE-NMK1003,10/3/2020,2020-06-29,2020-07-22,2020-07-23,USD,16,11,185,6,8,0.4,572.25,783.9,3762.72,6271.2,3762.72,4578.0,-815.2800000000002,-21.667304503125408,2508.48,2020,6,29,2,0,27,2020,7,22,3,2,30,2020,7,23,3,3,30,23,1,24,Very Slow,Low,False,True,True,False,True
SO - 0006510,Distributor,WARE-PUJ1005,10/3/2020,2020-06-30,2020-07-21,2020-07-30,USD,22,17,312,26,4,0.08,157.12,234.5,862.96,938.0,862.96,628.48,234.48000000000002,27.1715954389543,75.04,2020,6,30,2,1,27,2020,7,21,3,1,30,2020,7,30,3,3,31,21,9,30,Very Slow,Low,False,True,False,False,True
SO - 0006511,In-Store,WARE-XYS1001,10/3/2020,2020-06-30,2020-07-06,2020-07-09,USD,4,45,6,3,3,0.1,1873.86,2465.6,6657.12,7396.799999999999,6657.12,5621.58,1035.54,15.555375297425913,739.6800000000001,2020,6,30,2,1,27,2020,7,6,3,0,28,2020,7,9,3,3,28,6,3,9,Slow,Low,False,True,False,False,True
SO - 0006512,In-Store,WARE-NMK1003,10/3/2020,2020-06-30,2020-07-11,2020-07-20,USD,8,22,124,39,1,0.2,603.0,1005.0,804.0,1005.0,804.0,603.0,201.0,25.0,201.0,2020,6,30,2,1,27,2020,7,11,3,5,28,2020,7,20,3,0,30,11,9,20,Very Slow,Low,False,True,False,False,True
SO - 0006513,Online,WARE-UHY1004,10/3/2020,2020-06-30,2020-07-10,2020-07-13,USD,20,14,224,27,3,0.08,718.24,1072.0,2958.7200000000003,3216.0,2958.7200000000003,2154.7200000000003,804.0,27.173913043478258,257.28000000000003,2020,6,30,2,1,27,2020,7,10,3,4,28,2020,7,13,3,0,29,10,3,13,Slow,Low,False,True,False,False,True
SO - 0006514,Online,WARE-XYS1001,10/3/2020,2020-06-30,2020-07-10,2020-07-15,USD,18,36,2,18,6,0.1,431.48,1078.7,5824.9800000000005,6472.200000000001,5824.9800000000005,2588.88,3236.1000000000004,55.55555555555556,647.22,2020,6,30,2,1,27,2020,7,10,3,4,28,2020,7,15,3,2,29,10,5,15,Very Slow,Low,True,True,False,False,True
SO - 0006515,In-Store,WARE-NMK1003,10/3/2020,2020-06-30,2020-07-13,2020-07-16,USD,5,12,137,17,2,0.15,744.3,1078.7,1833.79,2157.4,1833.79,1488.6,345.19000000000005,18.823856602991622,323.61,2020,6,30,2,1,27,2020,7,13,3,0,29,2020,7,16,3,3,29,13,3,16,Very Slow,Low,False,True,False,False,True
SO - 0006516,Online,WARE-XYS1001,10/3/2020,2020-06-30,2020-07-06,2020-07-09,USD,18,6,18,39,6,0.08,1447.74,1956.4,10799.328000000001,11738.400000000001,10799.328000000001,8686.44,2112.888000000001,19.56499515525411,939.072,2020,6,30,2,1,27,2020,7,6,3,0,28,2020,7,9,3,3,28,6,3,9,Slow,Below Avg,False,True,False,False,True
SO - 0006517,Online,WARE-NMK1003,10/3/2020,2020-06-30,2020-07-10,2020-07-11,USD,13,19,141,8,1,0.05,134.4,227.8,216.41,227.8,216.41,134.4,82.00999999999999,37.895661013816365,11.39,2020,6,30,2,1,27,2020,7,10,3,4,28,2020,7,11,3,5,28,10,1,11,Slow,Low,True,True,False,False,True
SO - 0006518,In-Store,WARE-NBV1002,10/3/2020,2020-06-30,2020-07-25,2020-07-30,USD,3,17,82,5,8,0.15,570.3,891.1,6059.48,7128.8,6059.48,4562.4,1497.08,24.706410451061807,1069.32,2020,6,30,2,1,27,2020,7,25,3,5,30,2020,7,30,3,3,31,25,5,30,Very Slow,Low,False,True,True,False,True
SO - 0006519,Distributor,WARE-NMK1003,10/3/2020,2020-07-01,2020-07-07,2020-07-10,USD,24,42,125,41,5,0.05,546.85,1031.8,4901.05,5159.0,4901.05,2734.25,2166.8,44.21093439160996,257.95000000000005,2020,7,1,3,2,27,2020,7,7,3,1,28,2020,7,10,3,4,28,6,3,9,Slow,Low,True,True,False,False,True
SO - 0006520,Distributor,WARE-NMK1003,10/3/2020,2020-07-01,2020-07-24,2020-07-31,USD,21,9,191,22,2,0.08,1945.88,3088.7,5683.208,6177.4,5683.208,3891.76,1791.4479999999994,31.52177432182668,494.192,2020,7,1,3,2,27,2020,7,24,3,4,30,2020,7,31,3,4,31,23,7,30,Very Slow,Low,True,True,False,False,True
SO - 0006521,Wholesale,WARE-XYS1001,10/3/2020,2020-07-01,2020-07-20,2020-07-24,USD,26,45,27,2,2,0.05,536.0,1072.0,2036.8,2144.0,2036.8,1072.0,964.8,47.368421052631575,107.2,2020,7,1,3,2,27,2020,7,20,3,0,30,2020,7,24,3,4,30,19,4,23,Very Slow,Low,True,True,False,False,True
SO - 0006522,Online,WARE-XYS1001,10/3/2020,2020-07-01,2020-07-11,2020-07-20,USD,15,43,29,19,2,0.08,1868.5,3892.7,7162.568,7785.4,7162.568,3737.0,3425.568,47.82597526473745,622.832,2020,7,1,3,2,27,2020,7,11,3,5,28,2020,7,20,3,0,30,10,9,19,Very Slow,Low,True,True,False,False,True
SO - 0006523,In-Store,WARE-NMK1003,10/3/2020,2020-07-01,2020-07-16,2020-07-23,USD,10,13,97,19,7,0.15,1381.88,2512.5,14949.375,17587.5,14949.375,9673.16,5276.215,35.29388352355868,2638.125,2020,7,1,3,2,27,2020,7,16,3,3,29,2020,7,23,3,3,30,15,7,22,Very Slow,Below Avg,True,True,False,False,True
SO - 0006524,In-Store,WARE-NMK1003,10/3/2020,2020-07-01,2020-07-14,2020-07-19,USD,7,9,200,39,7,0.05,696.8,1072.0,7128.799999999999,7504.0,7128.799999999999,4877.599999999999,2251.2,31.57894736842105,375.2,2020,7,1,3,2,27,2020,7,14,3,1,29,2020,7,19,3,6,29,13,5,18,Very Slow,Low,True,True,False,False,True
SO - 0006525,In-Store,WARE-PUJ1005,10/3/2020,2020-07-02,2020-07-29,2020-08-04,USD,4,17,325,11,6,0.08,142.58,187.6,1035.552,1125.6,1035.552,855.48,180.0719999999999,17.388986743302116,90.048,2020,7,2,3,3,27,2020,7,29,3,2,31,2020,8,4,3,1,32,27,6,33,Very Slow,Low,False,True,False,False,True
SO - 0006526,In-Store,WARE-NMK1003,10/3/2020,2020-07-02,2020-07-14,2020-07-21,USD,11,33,95,13,8,0.05,1283.18,1782.2,13544.72,14257.6,13544.72,10265.44,3279.279999999999,24.210762570211855,712.8800000000001,2020,7,2,3,3,27,2020,7,14,3,1,29,2020,7,21,3,1,30,12,7,19,Very Slow,Below Avg,False,True,True,False,True
SO - 0006527,Online,WARE-XYS1001,10/3/2020,2020-07-02,2020-07-07,2020-07-10,USD,17,49,51,34,3,0.08,545.51,924.6,2551.896,2773.8,2551.896,1636.53,915.3660000000002,35.870035455990376,221.904,2020,7,2,3,3,27,2020,7,7,3,1,28,2020,7,10,3,4,28,5,3,8,Slow,Low,True,True,False,False,True
SO - 0006528,In-Store,WARE-MKL1006,10/3/2020,2020-07-02,2020-07-18,2020-07-28,USD,4,3,341,12,8,0.08,2511.5,3986.5,29340.640000000003,31892.0,29340.640000000003,20092.0,9248.640000000003,31.52160280075691,2551.36,2020,7,2,3,3,27,2020,7,18,3,5,29,2020,7,28,3,1,31,16,10,26,Very Slow,Average,True,True,True,False,True
SO - 0006529,Online,WARE-MKL1006,10/3/2020,2020-07-02,2020-07-29,2020-08-01,USD,17,41,346,47,2,0.15,644.54,991.6,1685.72,1983.2,1685.72,1289.08,396.6400000000001,23.529411764705888,297.48,2020,7,2,3,3,27,2020,7,29,3,2,31,2020,8,1,3,5,31,27,3,30,Very Slow,Low,False,True,False,False,True
SO - 0006530,Online,WARE-UHY1004,10/3/2020,2020-07-02,2020-07-19,2020-07-20,USD,18,3,258,45,2,0.15,1728.27,2244.5,3815.65,4489.0,3815.65,3456.54,359.1100000000001,9.411502627337416,673.35,2020,7,2,3,3,27,2020,7,19,3,6,29,2020,7,20,3,0,30,17,1,18,Very Slow,Low,False,True,False,False,True
SO - 0006531,In-Store,WARE-NBV1002,10/3/2020,2020-07-02,2020-07-09,2020-07-18,USD,3,25,75,46,2,0.1,621.43,1172.5,2110.5,2345.0,2110.5,1242.86,867.6400000000001,41.11063728974177,234.5,2020,7,2,3,3,27,2020,7,9,3,3,28,2020,7,18,3,5,29,7,9,16,Very Slow,Low,True,True,False,False,True
SO - 0006532,In-Store,WARE-PUJ1005,10/3/2020,2020-07-02,2020-07-10,2020-07-11,USD,4,32,287,39,4,0.2,1301.01,1782.2,5703.040000000001,7128.8,5703.040000000001,5204.04,499.0000000000009,8.74971944787343,1425.7600000000002,2020,7,2,3,3,27,2020,7,10,3,4,28,2020,7,11,3,5,28,8,1,9,Slow,Low,False,True,False,False,True
SO - 0006533,In-Store,WARE-NMK1003,10/3/2020,2020-07-02,2020-07-11,2020-07-17,USD,5,50,179,25,3,0.08,4783.8,6378.4,17604.384,19135.199999999997,17604.384,14351.400000000001,3252.9839999999967,18.4782608695652,1530.816,2020,7,2,3,3,27,2020,7,11,3,5,28,2020,7,17,3,4,29,9,6,15,Very Slow,Below Avg,False,True,False,False,True
SO - 0006534,In-Store,WARE-XYS1001,10/3/2020,2020-07-02,2020-07-07,2020-07-14,USD,12,46,1,43,6,0.05,3709.66,5152.3,29368.11,30913.800000000003,29368.11,22257.96,7110.1500000000015,24.210444594493826,1545.69,2020,7,2,3,3,27,2020,7,7,3,1,28,2020,7,14,3,1,29,5,7,12,Slow,Average,False,True,False,False,True
SO - 0006535,Online,WARE-PUJ1005,10/3/2020,2020-07-02,2020-07-14,2020-07-20,USD,20,40,278,27,4,0.08,514.56,1286.4,4733.952,5145.6,4733.952,2058.24,2675.7120000000004,56.52173913043479,411.648,2020,7,2,3,3,27,2020,7,14,3,1,29,2020,7,20,3,0,30,12,6,18,Very Slow,Low,True,True,False,False,True
SO - 0006536,Distributor,WARE-XYS1001,10/3/2020,2020-07-03,2020-07-24,2020-07-29,USD,24,10,8,44,5,0.05,662.09,1085.4,5155.65,5427.0,5155.65,3310.4500000000003,1845.1999999999994,35.78986160813864,271.35,2020,7,3,3,4,27,2020,7,24,3,4,30,2020,7,29,3,2,31,21,5,26,Very Slow,Low,True,True,False,False,True
SO - 0006537,Distributor,WARE-NMK1003,10/3/2020,2020-07-03,2020-07-21,2020-07-30,USD,24,7,121,40,5,0.1,928.62,1105.5,4974.75,5527.5,4974.75,4643.1,331.64999999999964,6.66666666666666,552.75,2020,7,3,3,4,27,2020,7,21,3,1,30,2020,7,30,3,3,31,18,9,27,Very Slow,Low,False,True,False,False,True
SO - 0006538,In-Store,WARE-XYS1001,10/3/2020,2020-07-03,2020-07-13,2020-07-14,USD,2,19,11,11,1,0.1,450.51,1098.8,988.92,1098.8,988.92,450.51,538.41,54.444242203616064,109.88,2020,7,3,3,4,27,2020,7,13,3,0,29,2020,7,14,3,1,29,10,1,11,Slow,Low,True,True,False,False,True
SO - 0006539,Online,WARE-NBV1002,10/3/2020,2020-07-03,2020-07-18,2020-07-19,USD,20,7,87,3,2,0.05,482.0,730.3,1387.57,1460.6,1387.57,964.0,423.56999999999994,30.52602751572893,73.03,2020,7,3,3,4,27,2020,7,18,3,5,29,2020,7,19,3,6,29,15,1,16,Very Slow,Low,True,True,False,False,True
SO - 0006540,In-Store,WARE-XYS1001,10/3/2020,2020-07-03,2020-07-11,2020-07-19,USD,9,18,51,18,4,0.08,624.57,1058.6,3895.6479999999997,4234.4,3895.6479999999997,2498.28,1397.3679999999995,35.86997593211706,338.75199999999995,2020,7,3,3,4,27,2020,7,11,3,5,28,2020,7,19,3,6,29,8,8,16,Very Slow,Low,True,True,False,False,True
SO - 0006541,In-Store,WARE-UHY1004,10/3/2020,2020-07-03,2020-07-05,2020-07-12,USD,10,18,207,42,8,0.05,658.01,1078.7,8198.12,8629.6,8198.12,5264.08,2934.040000000001,35.7891809341654,431.48,2020,7,3,3,4,27,2020,7,5,3,6,27,2020,7,12,3,6,28,2,7,9,Slow,Low,True,True,True,False,True
SO - 0006542,In-Store,WARE-PUJ1005,10/3/2020,2020-07-03,2020-07-05,2020-07-11,USD,8,40,308,7,5,0.05,1487.33,1882.7,8942.824999999999,9413.5,8942.824999999999,7436.65,1506.1749999999993,16.842272995390154,470.675,2020,7,3,3,4,27,2020,7,5,3,6,27,2020,7,11,3,5,28,2,6,8,Slow,Low,False,True,False,False,True
SO - 0006543,In-Store,WARE-UHY1004,10/3/2020,2020-07-04,2020-08-01,2020-08-11,USD,10,44,203,26,3,0.05,499.69,757.1,2157.735,2271.3,2157.735,1499.07,658.6650000000002,30.525759650744888,113.56500000000001,2020,7,4,3,5,27,2020,8,1,3,5,31,2020,8,11,3,1,33,28,10,38,Very Slow,Low,True,True,False,False,True
SO - 0006544,Wholesale,WARE-NBV1002,10/3/2020,2020-07-04,2020-07-08,2020-07-11,USD,25,15,79,26,3,0.15,2785.86,5159.0,13155.449999999999,15477.0,13155.449999999999,8357.58,4797.869999999999,36.47058823529411,2321.55,2020,7,4,3,5,27,2020,7,8,3,2,28,2020,7,11,3,5,28,4,3,7,Standard,Below Avg,True,True,False,False,True
SO - 0006545,In-Store,WARE-NMK1003,10/3/2020,2020-07-04,2020-07-27,2020-07-31,USD,9,14,182,43,6,0.1,2087.99,3939.6,21273.84,23637.6,21273.84,12527.939999999999,8745.900000000001,41.111054703805245,2363.76,2020,7,4,3,5,27,2020,7,27,3,0,31,2020,7,31,3,4,31,23,4,27,Very Slow,Average,True,True,False,False,True
SO - 0006546,Online,WARE-PUJ1005,10/3/2020,2020-07-04,2020-07-24,2020-07-31,USD,15,7,291,43,3,0.1,975.52,2438.8,6584.76,7316.400000000001,6584.76,2926.56,3658.2000000000003,55.55555555555556,731.6400000000001,2020,7,4,3,5,27,2020,7,24,3,4,30,2020,7,31,3,4,31,20,7,27,Very Slow,Low,True,True,False,False,True
SO - 0006547,In-Store,WARE-UHY1004,10/3/2020,2020-07-04,2020-07-28,2020-07-31,USD,11,40,245,4,4,0.15,557.51,1051.9,3576.46,4207.6,3576.46,2230.04,1346.42,37.64672329622029,631.14,2020,7,4,3,5,27,2020,7,28,3,1,31,2020,7,31,3,4,31,24,3,27,Very Slow,Low,True,True,False,False,True
SO - 0006548,In-Store,WARE-NBV1002,10/3/2020,2020-07-04,2020-07-30,2020-08-04,USD,11,1,70,35,1,0.4,148.34,180.9,108.54,180.9,108.54,148.34,-39.8,-36.66850930532522,72.36,2020,7,4,3,5,27,2020,7,30,3,3,31,2020,8,4,3,1,32,26,5,31,Very Slow,Low,False,True,False,False,True
SO - 0006549,In-Store,WARE-PUJ1005,10/3/2020,2020-07-04,2020-07-30,2020-08-04,USD,6,43,322,7,7,0.08,3514.82,5762.0,37107.28,40334.0,37107.28,24603.74,12503.539999999997,33.69565217391304,3226.7200000000003,2020,7,4,3,5,27,2020,7,30,3,3,31,2020,8,4,3,1,32,26,5,31,Very Slow,Above Avg,True,True,False,False,True
SO - 0006550,Wholesale,WARE-MKL1006,10/3/2020,2020-07-04,2020-07-25,2020-08-01,USD,26,18,357,40,5,0.08,1702.87,2365.1,10879.460000000001,11825.5,10879.460000000001,8514.349999999999,2365.1100000000024,21.73922235110936,946.04,2020,7,4,3,5,27,2020,7,25,3,5,30,2020,8,1,3,5,31,21,7,28,Very Slow,Below Avg,False,True,False,False,True
SO - 0006551,In-Store,WARE-NMK1003,10/3/2020,2020-07-04,2020-07-21,2020-07-31,USD,1,24,150,23,6,0.08,884.4,1105.5,6102.360000000001,6633.0,6102.360000000001,5306.4,795.960000000001,13.043478260869579,530.64,2020,7,4,3,5,27,2020,7,21,3,1,30,2020,7,31,3,4,31,17,10,27,Very Slow,Low,False,True,False,False,True
SO - 0006552,In-Store,WARE-NMK1003,10/3/2020,2020-07-04,2020-07-25,2020-07-27,USD,7,7,138,3,4,0.2,3306.85,6123.8,19596.16,24495.2,19596.16,13227.4,6368.76,32.50004082432476,4899.04,2020,7,4,3,5,27,2020,7,25,3,5,30,2020,7,27,3,0,31,21,2,23,Very Slow,Below Avg,True,True,False,False,True
SO - 0006553,Online,WARE-NMK1003,10/3/2020,2020-07-04,2020-07-22,2020-07-24,USD,13,21,123,35,2,0.08,469.2,998.3,1836.872,1996.6,1836.872,938.4,898.4720000000001,48.91315235901032,159.728,2020,7,4,3,5,27,2020,7,22,3,2,30,2020,7,24,3,4,30,18,2,20,Very Slow,Low,True,True,False,False,True
SO - 0006554,Wholesale,WARE-PUJ1005,10/3/2020,2020-07-04,2020-07-25,2020-08-04,USD,27,16,294,33,3,0.05,1267.91,2224.4,6339.54,6673.200000000001,6339.54,3803.7300000000005,2535.8099999999995,39.99990535590909,333.66,2020,7,4,3,5,27,2020,7,25,3,5,30,2020,8,4,3,1,32,21,10,31,Very Slow,Low,True,True,False,False,True
SO - 0006555,In-Store,WARE-UHY1004,10/3/2020,2020-07-04,2020-07-28,2020-07-29,USD,1,50,208,19,4,0.3,3269.87,3939.6,11030.88,15758.4,11030.88,13079.48,-2048.6000000000004,-18.571501095107557,4727.5199999999995,2020,7,4,3,5,27,2020,7,28,3,1,31,2020,7,29,3,2,31,24,1,25,Very Slow,Below Avg,False,True,False,False,True
SO - 0006556,In-Store,WARE-NBV1002,10/3/2020,2020-07-05,2020-08-01,2020-08-05,USD,8,31,82,12,8,0.05,418.08,871.0,6619.599999999999,6968.0,6619.599999999999,3344.64,3274.9599999999996,49.473684210526315,348.40000000000003,2020,7,5,3,6,27,2020,8,1,3,5,31,2020,8,5,3,2,32,27,4,31,Very Slow,Low,True,True,True,False,True
SO - 0006557,Online,WARE-XYS1001,10/3/2020,2020-07-05,2020-07-10,2020-07-16,USD,13,50,32,37,7,0.1,514.96,817.4,5149.62,5721.8,5149.62,3604.7200000000003,1544.8999999999996,30.00027186472011,572.1800000000001,2020,7,5,3,6,27,2020,7,10,3,4,28,2020,7,16,3,3,29,5,6,11,Slow,Low,True,True,False,False,True
SO - 0006558,Distributor,WARE-MKL1006,10/3/2020,2020-07-05,2020-07-23,2020-07-29,USD,23,33,346,8,6,0.05,781.29,1132.3,6454.109999999999,6793.799999999999,6454.109999999999,4687.74,1766.369999999999,27.368142160576735,339.69,2020,7,5,3,6,27,2020,7,23,3,3,30,2020,7,29,3,2,31,18,6,24,Very Slow,Low,False,True,False,False,True
SO - 0006559,In-Store,WARE-NBV1002,10/3/2020,2020-07-05,2020-07-23,2020-07-26,USD,3,48,78,22,2,0.1,615.4,1118.9,2014.0200000000002,2237.8,2014.0200000000002,1230.8,783.2200000000003,38.888392369489885,223.78000000000003,2020,7,5,3,6,27,2020,7,23,3,3,30,2020,7,26,3,6,30,18,3,21,Very Slow,Low,True,True,False,False,True
SO - 0006560,In-Store,WARE-NMK1003,10/3/2020,2020-07-05,2020-07-19,2020-07-20,USD,12,3,120,41,6,0.2,637.84,911.2,4373.760000000001,5467.200000000001,4373.760000000001,3827.04,546.7200000000012,12.500000000000021,1093.44,2020,7,5,3,6,27,2020,7,19,3,6,29,2020,7,20,3,0,30,14,1,15,Very Slow,Low,False,True,False,False,True
SO - 0006561,In-Store,WARE-PUJ1005,10/3/2020,2020-07-05,2020-07-12,2020-07-17,USD,9,48,326,37,6,0.15,613.05,1005.0,5125.5,6030.0,5125.5,3678.2999999999997,1447.2000000000003,28.235294117647065,904.5,2020,7,5,3,6,27,2020,7,12,3,6,28,2020,7,17,3,4,29,7,5,12,Slow,Low,False,True,False,False,True
SO - 0006562,Distributor,WARE-NMK1003,10/3/2020,2020-07-05,2020-07-09,2020-07-16,USD,23,8,161,38,7,0.05,2961.27,3845.8,25574.57,26920.600000000002,25574.57,20728.89,4845.68,18.947258937295917,1346.0300000000002,2020,7,5,3,6,27,2020,7,9,3,3,28,2020,7,16,3,3,29,4,7,11,Slow,Average,False,True,False,False,True
SO - 0006563,Online,WARE-NMK1003,10/3/2020,2020-07-06,2020-07-24,2020-08-02,USD,16,31,102,41,3,0.05,1054.85,2572.8,7332.4800000000005,7718.400000000001,7332.4800000000005,3164.5499999999997,4167.93,56.8420234354543,385.9200000000001,2020,7,6,3,0,28,2020,7,24,3,4,30,2020,8,2,3,6,31,18,9,27,Very Slow,Low,True,True,False,False,True
